event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
176,5,6,9,7,8,-2,-2,21,2,0.7010118961334229,1.7189002707947065,2.9546181409381154,0.7965522409724335,0.2589125665093864,2.7771415303704003e-05
177,6,5,9,7,8,-1,-1,21,1,0.7059005498886108,2.7333724382586984,7.471324886232302,0.9291739122307393,0.9547693560398365,7.191257781990561e-07
178,6,5,9,7,8,2,2,21,-2,0.8270564675331116,2.2571816999527865,5.094869226601751,0.8435556975409996,0.8432689542887434,3.3722829058356946e-06
178,7,10,15,13,14,2,2,21,21,0.548620343208313,1.1423396558236,1.3049398892671809,0.666888102883517,0.8709892567283398,8.660638980102771e-07
180,6,5,13,11,12,2,2,21,-2,0.80083829164505,1.6536827561913532,2.73466665812463,0.6404433721351289,0.7858428184710542,1.6184426271034973e-05
182,6,5,9,7,8,2,2,21,-3,0.8168460130691528,4.8919437433152195,23.931113587760926,0.9706693687400128,0.9956020178156579,0.00015844346328706946
182,7,8,12,10,11,2,2,21,21,0.5388139486312866,1.5107774521009347,2.282448509776592,0.8622018785453417,0.9343613525451626,0.0001506835599186625
183,25,24,28,26,27,2,2,21,21,1.5196750164031982,3.2287914745740403,10.425094386282005,0.6742604744612961,0.891938452918208,4.577636733908245e-05
184,5,6,9,7,8,-3,-3,21,2,0.7024746537208557,2.039887911925882,4.161142693221336,0.8705656304718699,0.27875396596073565,4.5776415693858394e-05
185,10,11,15,13,14,1,1,21,21,0.5719538927078247,1.1440409889018537,1.3088297842875312,0.5454362318038971,0.7621218342463362,3.531174357819405e-07
187,6,5,9,7,8,-2,-2,21,2,0.9909090399742126,2.9301485157019362,8.58577032407026,0.8699376047404562,0.8697036137117781,6.675771146352762e-06
187,18,17,24,22,23,2,2,21,21,0.5777347683906555,1.1919702563790588,1.4207930920923593,0.6495702900556051,0.6735759206421836,8.46645964747129e-06
188,5,6,9,7,8,1,1,21,-3,1.0922014713287354,2.4697533470243314,6.099681595137887,0.7379759204598891,0.7621290076985393,2.43578441603206e-06
189,5,6,9,7,8,-1,-1,21,1,1.0637494325637817,2.3513258082054054,5.528733056332803,0.7184549465413211,0.393959355512368,3.968299809903886e-06
190,6,5,9,7,8,2,2,21,-1,1.2080806493759155,2.538118783226056,6.442046957764915,0.658893353921573,0.11422622563641502,9.320756728353818e-06
190,9,8,12,10,11,-1,-1,21,21,0.8102573156356812,2.086451695246587,4.353280676597357,0.819592475677359,0.8254765638665359,4.79254796304118e-06
191,5,6,9,7,8,-3,-3,21,2,0.9125674366950989,2.1859051641090326,4.778181386478536,0.26340287147887237,0.5559822537336921,8.426942747995778e-05
191,9,8,12,10,11,2,2,21,21,0.6791306138038635,1.555090619117519,2.418306833667308,0.7321856345011493,0.8135688079437082,8.252459085169552e-05
193,5,6,13,11,12,2,2,21,-3,1.4386670589447021,3.6532040738479648,13.345900005179367,0.8096347897579544,0.8023545692352331,4.377214515462547e-06
193,13,12,19,17,18,-3,-3,21,21,1.0441612005233765,4.730369899233095,22.376399383570515,0.9492050257434352,0.9838144815804333,2.800348069818702e-06
195,6,5,17,15,16,-1,-1,21,1,1.0454213619232178,3.534413989634933,12.492082250127122,0.9039650891307482,0.826410220752057,1.267562527545496e-06
199,6,5,9,7,8,2,2,21,-2,1.0753148794174194,2.792679897969489,7.799061012522876,0.184455597877671,0.16780486370239261,0.0001742381710493074
199,9,8,12,10,11,-2,-2,21,21,0.9474114775657654,3.5090494329320827,12.313427922760972,0.9215971058647152,0.06159694378484956,0.00011371242208553974
199,17,18,21,19,20,-2,-2,21,2,0.548662006855011,1.0694428911126308,1.1437080973513423,0.5256201631039967,0.26139361425397556,3.0517625418687846e-05
200,5,6,9,7,8,2,2,21,-1,0.9014520049095154,2.1854553257530274,4.77621498086227,0.7874463320570839,0.9962309343781202,1.1330028120983802e-06
